code	prefLabel	broader	definition
20000514	employment training	http://cv.iptc.org/newscodes/mediatopic/20000509	Learning new skills as part of an existing job, such as developing specializations, learning new techniques or retraining when an employee's skills are no longer relevant
20000515	advanced training	http://cv.iptc.org/newscodes/mediatopic/20000514	Additional training to enhance current skills
20000516	retraining	http://cv.iptc.org/newscodes/mediatopic/20000514	Providing a worker training in new skills when his old skills are no longer applicable
20000517	occupations	http://cv.iptc.org/newscodes/mediatopic/20000509	Generally one's trade, profession or business although professions are usually such things as lawyers and doctors, and occupations are such as clerks or truckers
20000518	wages and benefits	http://cv.iptc.org/newscodes/mediatopic/20000509	Money, or other items of value such as pension contributions and health insurance, paid to employees as compensation for their work
20000519	employee benefits	http://cv.iptc.org/newscodes/mediatopic/20000518	Benefits provided to an employee by a company, such as pension contributions, health insurance.
20000520	social security	http://cv.iptc.org/newscodes/mediatopic/20000518	a government system that provides monetary assistance to people with inadequate or no incomes, such as retirees, disabled people or caregivers
20000521	employment legislation	http://cv.iptc.org/newscodes/mediatopic/09000000	Laws governing employment
20000522	workplace health and safety	http://cv.iptc.org/newscodes/mediatopic/20000521	Laws protecting a safe and healthy work environment
20000523	labor market	http://cv.iptc.org/newscodes/mediatopic/09000000	The supply and demand of labor in an economy
20000524	labor relations	http://cv.iptc.org/newscodes/mediatopic/09000000	The relationship between workers and employers
20000525	collective agreements	http://cv.iptc.org/newscodes/mediatopic/20000524	Negotiated guidelines for relationships between groups of employees and employers, including issues such as working hours, wages, health care, pensions and other benefits
20000526	contract issue-healthcare	http://cv.iptc.org/newscodes/mediatopic/20000525	Element of contracts and contract discussions centering on health care issues
20000527	contract issue-wages	http://cv.iptc.org/newscodes/mediatopic/20000525	Element of contracts and contract discussions centering on remuneration
20000528	contract issue-work rules	http://cv.iptc.org/newscodes/mediatopic/20000525	Element of contracts and contract discussions centering on rules affecting issues such as lunch and other breaks, work shifts, vacation scheduling, seniority, sick leave etc.
20000529	labor dispute	http://cv.iptc.org/newscodes/mediatopic/20000524	Disagreements between employers and employees regarding work conditions, pay or other issues
20000530	labor strike	http://cv.iptc.org/newscodes/mediatopic/20000529	Groups of employees agreeing to cease work activities with the aim of achieving better pay or work conditions
20000531	retirement	http://cv.iptc.org/newscodes/mediatopic/09000000	The years after work
20000532	pension	http://cv.iptc.org/newscodes/mediatopic/20000531	Payments, either government or private, to retired people
20000533	unemployment	http://cv.iptc.org/newscodes/mediatopic/09000000	The state of being available to work but not having a job
20000534	job layoffs	http://cv.iptc.org/newscodes/mediatopic/20000533	The reduction of a company's work force through dismissal because of changing economic factors
20000535	unemployment benefits	http://cv.iptc.org/newscodes/mediatopic/20000533	Monetary compensation paid to the jobless
20000536	unions	http://cv.iptc.org/newscodes/mediatopic/09000000	Groups established to represent bodies of workers in order to obtain better workplace conditions through collective bargaining
20000538	leisure	http://cv.iptc.org/newscodes/mediatopic/10000000	Activities carried out in ones' spare time and not in a competitive way.
20000539	club and association	http://cv.iptc.org/newscodes/mediatopic/20000538	organizations joined by individuals because of similar interests
20000540	game	http://cv.iptc.org/newscodes/mediatopic/20000538	Contests generally for one's amusement
20000541	board game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played on a board
20000542	card game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played with a pack of cards
20000543	children's game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game designed for and most often played by children
20000544	dice game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played using dice only
20000545	outdoor game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played in an open space
20000546	puzzle	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played solving logic problems for entertainment
20000547	tile game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played using tiles
20000548	video game	http://cv.iptc.org/newscodes/mediatopic/20000540	A game played using a video display
20000549	gaming and lottery	http://cv.iptc.org/newscodes/mediatopic/20000538	Gambling, often involving selection of sets of numbers one expects to come up
20000550	hobby	http://cv.iptc.org/newscodes/mediatopic/20000538	Recreational pursuit
20000551	vacation	http://cv.iptc.org/newscodes/mediatopic/20000538	Time spent not at work for rest and relaxation
20000552	public holiday	http://cv.iptc.org/newscodes/mediatopic/20000551	A day of celebration declared by a government
20000553	leisure venue	http://cv.iptc.org/newscodes/mediatopic/20000538	A place where people go to be entertained or amused
20000554	amusement park	http://cv.iptc.org/newscodes/mediatopic/20000553	A park providing various rides and entertainment attractions for both adults and children, including theme parks
20000555	bar	http://cv.iptc.org/newscodes/mediatopic/20000553	A business where drinks are prepared and served to the public for consumption on the premises
20000556	cafe	http://cv.iptc.org/newscodes/mediatopic/20000553	A small business where drinks and snacks are prepared and served - its specifics may depend on the local culture
20000557	nightclub	http://cv.iptc.org/newscodes/mediatopic/20000553	A commercial establishment providing music, or other entertainment along with food and drink to selected clientele
20000558	restaurant	http://cv.iptc.org/newscodes/mediatopic/20000553	A business where meals are prepared and served to the public
20000559	sports facilities	http://cv.iptc.org/newscodes/mediatopic/20000553	Gymnasiums, stadiums or arenas where sports events take place
20000560	outdoor recreational activities	http://cv.iptc.org/newscodes/mediatopic/20000538	Leisure activities engaged in the outdoors, most commonly in natural settings
20000561	fishing	http://cv.iptc.org/newscodes/mediatopic/20000560	A recreational activity involving the use of baits, lures, weapons and traps for the capture of aquatic species.
20000562	hunting	http://cv.iptc.org/newscodes/mediatopic/20000560	An activity involving the use of weapons or traps for the capturing of animals
20000563	travel and tourism	http://cv.iptc.org/newscodes/mediatopic/20000538	Spending time away from home in pursuit of recreation, relaxation or pleasure
20000564	tourism	http://cv.iptc.org/newscodes/mediatopic/20000563	Leisure travel involving visits to a number of locations and/or countries over an extended period of time, often as part of an organized group
20000565	lifestyle	http://cv.iptc.org/newscodes/mediatopic/10000000	The way in which a person lives, including their style and possessions
20000566	automobile enthusiasm	http://cv.iptc.org/newscodes/mediatopic/20000550	Interest in new and classic cars
